0.000000e+00 -1.307076e+01 
1.000000e-01 4.016814e+01 
2.000000e-01 4.846492e+01 
3.000000e-01 4.883369e+01 
4.000000e-01 4.893888e+01 
5.000000e-01 4.902769e+01 
6.000000e-01 4.911531e+01 
7.000000e-01 4.920269e+01 
8.000000e-01 4.929001e+01 
9.000000e-01 4.937733e+01 
1.000000e+00 4.946462e+01 
1.100000e+00 4.955191e+01 
1.200000e+00 4.963919e+01 
1.300000e+00 4.972645e+01 
1.400000e+00 4.981371e+01 
1.500000e+00 4.990095e+01 
1.600000e+00 4.998818e+01 
1.700000e+00 5.007540e+01 
1.800000e+00 5.016261e+01 
1.900000e+00 5.024981e+01 
2.000000e+00 5.033700e+01 
2.100000e+00 5.042417e+01 
2.200000e+00 5.051133e+01 
2.300000e+00 5.059849e+01 
2.400000e+00 5.068563e+01 
2.500000e+00 5.077276e+01 
2.600000e+00 5.085988e+01 
2.700000e+00 5.094699e+01 
2.800000e+00 5.103408e+01 
2.900000e+00 5.112117e+01 
3.000000e+00 5.120824e+01 
3.100000e+00 5.129531e+01 
3.200000e+00 5.138236e+01 
3.300000e+00 5.146940e+01 
3.400000e+00 5.155643e+01 
3.500000e+00 5.164345e+01 
3.600000e+00 5.173045e+01 
3.700000e+00 5.181745e+01 
3.800000e+00 5.190443e+01 
3.900000e+00 5.199141e+01 
4.000000e+00 5.207837e+01 
4.100000e+00 5.216532e+01 
4.200000e+00 5.225226e+01 
4.300000e+00 5.233919e+01 
4.400000e+00 5.242611e+01 
4.500000e+00 5.251301e+01 
4.600000e+00 5.259991e+01 
4.700000e+00 5.268679e+01 
4.800000e+00 5.277367e+01 
4.900000e+00 5.286053e+01 
5.000000e+00 5.294738e+01 
