1.000000e-02 -2.823341e+01 
1.258925e-02 -2.623368e+01 
1.584893e-02 -2.423410e+01 
1.995262e-02 -2.223477e+01 
2.511886e-02 -2.023583e+01 
3.162278e-02 -1.823750e+01 
3.981072e-02 -1.624016e+01 
5.011872e-02 -1.424437e+01 
6.309573e-02 -1.225104e+01 
7.943282e-02 -1.026158e+01 
1.000000e-01 -8.278235e+00 
1.258925e-01 -6.304502e+00 
1.584893e-01 -4.345810e+00 
1.995262e-01 -2.410485e+00 
2.511886e-01 -5.110534e-01 
3.162278e-01 1.334178e+00 
3.981072e-01 3.099653e+00 
5.011872e-01 4.752099e+00 
6.309573e-01 6.252588e+00 
7.943282e-01 7.562584e+00 
1.000000e+00 8.653580e+00 
1.258925e+00 9.516446e+00 
1.584893e+00 1.016481e+01 
1.995262e+00 1.063006e+01 
2.511886e+00 1.095153e+01 
3.162278e+00 1.116733e+01 
3.981072e+00 1.130922e+01 
5.011872e+00 1.140120e+01 
6.309573e+00 1.146025e+01 
7.943282e+00 1.149793e+01 
1.000000e+01 1.152187e+01 
1.258925e+01 1.153704e+01 
1.584893e+01 1.154664e+01 
1.995262e+01 1.155271e+01 
2.511886e+01 1.155655e+01 
3.162278e+01 1.155897e+01 
3.981072e+01 1.156049e+01 
5.011872e+01 1.156146e+01 
6.309573e+01 1.156207e+01 
7.943282e+01 1.156245e+01 
1.000000e+02 1.156269e+01 
1.258925e+02 1.156285e+01 
1.584893e+02 1.156294e+01 
1.995262e+02 1.156300e+01 
2.511886e+02 1.156304e+01 
3.162278e+02 1.156307e+01 
3.981072e+02 1.156308e+01 
5.011872e+02 1.156309e+01 
6.309573e+02 1.156310e+01 
7.943282e+02 1.156310e+01 
1.000000e+03 1.156310e+01 
