1.000000e-02 3.875516e-02 
1.258925e-02 4.878836e-02 
1.584893e-02 6.141792e-02 
1.995262e-02 7.731463e-02 
2.511886e-02 9.732148e-02 
3.162278e-02 1.224968e-01 
3.981072e-02 1.541672e-01 
5.011872e-02 1.939909e-01 
6.309573e-02 2.440327e-01 
7.943282e-02 3.068464e-01 
1.000000e-01 3.855567e-01 
1.258925e-01 4.839215e-01 
1.584893e-01 6.063306e-01 
1.995262e-01 7.576625e-01 
2.511886e-01 9.428603e-01 
3.162278e-01 1.166028e+00 
3.981072e-01 1.428837e+00 
5.011872e-01 1.728244e+00 
6.309573e-01 2.054137e+00 
7.943282e-01 2.388522e+00 
1.000000e+00 2.708189e+00 
1.258925e+00 2.991041e+00 
1.584893e+00 3.222851e+00 
1.995262e+00 3.400189e+00 
2.511886e+00 3.528389e+00 
3.162278e+00 3.617150e+00 
3.981072e+00 3.676726e+00 
5.011872e+00 3.715865e+00 
6.309573e+00 3.741214e+00 
7.943282e+00 3.757477e+00 
1.000000e+01 3.767848e+00 
1.258925e+01 3.774436e+00 
1.584893e+01 3.778611e+00 
1.995262e+01 3.781252e+00 
2.511886e+01 3.782921e+00 
3.162278e+01 3.783976e+00 
3.981072e+01 3.784641e+00 
5.011872e+01 3.785062e+00 
6.309573e+01 3.785327e+00 
7.943282e+01 3.785494e+00 
1.000000e+02 3.785600e+00 
1.258925e+02 3.785666e+00 
1.584893e+02 3.785708e+00 
1.995262e+02 3.785735e+00 
2.511886e+02 3.785752e+00 
3.162278e+02 3.785762e+00 
3.981072e+02 3.785769e+00 
5.011872e+02 3.785773e+00 
6.309573e+02 3.785776e+00 
7.943282e+02 3.785777e+00 
1.000000e+03 3.785779e+00 
