0.000000e+00 -1.604034e+01 
1.000000e-01 -1.604033e+01 
2.000000e-01 -1.604033e+01 
3.000000e-01 -1.604028e+01 
4.000000e-01 -1.603784e+01 
5.000000e-01 -1.592492e+01 
6.000000e-01 -1.206470e+01 
7.000000e-01 1.861502e+01 
8.000000e-01 4.787003e+01 
9.000000e-01 4.990117e+01 
1.000000e+00 4.997995e+01 
1.100000e+00 4.998796e+01 
1.200000e+00 4.999037e+01 
1.300000e+00 4.999206e+01 
1.400000e+00 4.999365e+01 
1.500000e+00 4.999522e+01 
1.600000e+00 4.999678e+01 
1.700000e+00 4.999834e+01 
1.800000e+00 4.999989e+01 
1.900000e+00 5.000144e+01 
2.000000e+00 5.000298e+01 
2.100000e+00 5.000451e+01 
2.200000e+00 5.000604e+01 
2.300000e+00 5.000757e+01 
2.400000e+00 5.000908e+01 
2.500000e+00 5.001060e+01 
2.600000e+00 5.001211e+01 
2.700000e+00 5.001361e+01 
2.800000e+00 5.001511e+01 
2.900000e+00 5.001660e+01 
3.000000e+00 5.001808e+01 
3.100000e+00 5.001957e+01 
3.200000e+00 5.002104e+01 
3.300000e+00 5.002251e+01 
3.400000e+00 5.002398e+01 
3.500000e+00 5.002544e+01 
3.600000e+00 5.002690e+01 
3.700000e+00 5.002835e+01 
3.800000e+00 5.002980e+01 
3.900000e+00 5.003124e+01 
4.000000e+00 5.003267e+01 
4.100000e+00 5.003410e+01 
4.200000e+00 5.003553e+01 
4.300000e+00 5.003695e+01 
4.400000e+00 5.003837e+01 
4.500000e+00 5.003978e+01 
4.600000e+00 5.004119e+01 
4.700000e+00 5.004259e+01 
4.800000e+00 5.004399e+01 
4.900000e+00 5.004538e+01 
5.000000e+00 5.004677e+01 
